store,total_revenue,avg_order_value,avg_shipping,avg_rating,score
tienda_1,0.0,0.0,,,0.8999999999999999
tienda_2,0.0,0.0,,,0.8999999999999999
tienda_3,0.0,0.0,,,0.8999999999999999
tienda_4,0.0,0.0,,,0.8999999999999999
